P36575	ENSG00000120500
P78536	ENSG00000151694
Q8TC27	ENSG00000197140;ENSG00000275594
P35611	ENSG00000087274
P31946	ENSG00000166913
P62258	ENSG00000108953;ENSG00000274474
P63104	ENSG00000164924
P13746	ENSG00000206503
Q4AC99	ENSG00000205126
P30450	ENSG00000206505
P16189	ENSG00000231834
P30453	ENSG00000206505
P30459	ENSG00000223980
P30464	ENSG00000232126
Q95365	ENSG00000223532
P30479	ENSG00000223532
P30483	ENSG00000232126
P30487	ENSG00000224608
P30490	ENSG00000232126
P30492	ENSG00000206450
P30493	ENSG00000206450
Q29836	ENSG00000234745
P30498	ENSG00000206450
Q31610	ENSG00000234745
P30501	ENSG00000228299
P04222	ENSG00000225691
P30504	ENSG00000206452;ENSG00000206435
Q9TNN7	ENSG00000206452;ENSG00000206435
P30505	ENSG00000206452;ENSG00000206435
Q07000	ENSG00000206452;ENSG00000206435
Q29865	ENSG00000228299
P46952	ENSG00000162882
P31937	ENSG00000106049
Q13541	ENSG00000187840
P08908	ENSG00000178394
P41595	ENSG00000135914
Q8WXA8	ENSG00000178084
A5X5Y0	ENSG00000186038
P47898	ENSG00000157219
Q969T7	ENSG00000141698
P52209	ENSG00000142657
Q9ULW3	ENSG00000146109
Q5JWF8	ENSG00000182584
O00767	ENSG00000099194
Q99798	ENSG00000100412
Q86TX2	ENSG00000184227
O75078	ENSG00000073670
P35348	ENSG00000120907
O43506	ENSG00000134007
Q9P0K1	ENSG00000008277
O75077	ENSG00000114948
Q9UKQ2	ENSG00000042980
Q96M93	ENSG00000164113
Q9NPF8	ENSG00000184060
Q96EY9	ENSG00000213638
Q6IQ32	ENSG00000101544
P12236	ENSG00000169100
Q8WTP8	ENSG00000181026
Q08117	ENSG00000104964
P55198	
Q8N4X5	ENSG00000169129
P43652	ENSG00000079557
Q5I7T1	ENSG00000175548
Q96P47	ENSG00000133612
O95081	ENSG00000106351
P30447	ENSG00000223980
P05534	ENSG00000229215;ENSG00000224320
P30512	ENSG00000231834
P16188	ENSG00000206503
P10314	ENSG00000223980
P30456	ENSG00000206505
P01891	ENSG00000235657
Q09160	ENSG00000229215;ENSG00000224320
P30461	ENSG00000224608
P30484	ENSG00000232126
P30486	ENSG00000234745
P30491	ENSG00000206450
P30495	ENSG00000206450
P10319	ENSG00000224608
Q31612	ENSG00000234745
Q29718	ENSG00000206450
P30499	ENSG00000237022
Q29963	ENSG00000228299
P10321	ENSG00000204525
P30510	ENSG00000237022
Q29960	ENSG00000237022
Q95604	ENSG00000206452;ENSG00000206435
P78314	ENSG00000087266
O60239	ENSG00000131370
O95336	ENSG00000130313
P19652	ENSG00000228278
P01009	ENSG00000197249
Q5SQ80	ENSG00000183148
A0PJZ0	
Q5T5F5	
Q9NPC4	ENSG00000128274
P29274	ENSG00000128271
Q9Y478	ENSG00000111725
O43741	ENSG00000131791
P54619	ENSG00000181929
Q9UGJ0	ENSG00000106617
Q9BTE6	ENSG00000266967;ENSG00000108825
P17174	ENSG00000120053
Q96GS6	ENSG00000129968
Q7Z5R6	ENSG00000077420
Q9NRW3	ENSG00000244509
O75027	ENSG00000131269
Q09428	ENSG00000006071
P33897	ENSG00000101986
Q8NE71	ENSG00000225989;ENSG00000204574;ENSG00000236149;ENSG00000232169;ENSG00000236342;ENSG00000206490;ENSG00000231129
Q9UG63	ENSG00000033050
Q9UNQ0	ENSG00000118777
Q8N2K0	ENSG00000100997
P41238	ENSG00000111701
Q8WW27	ENSG00000173627
Q8TB40	ENSG00000100439
P07108	ENSG00000155368
Q9GZZ6	ENSG00000129749
P32297	ENSG00000080644
Q9UGM1	ENSG00000174343
Q04844	ENSG00000108556
P11229	ENSG00000168539
Q8N1Q8	ENSG00000196407
P21399	ENSG00000122729
Q9NUZ1	ENSG00000153093
P13798	ENSG00000164062
Q68CK6	ENSG00000066813
Q9NR19	ENSG00000131069
Q96CM8	ENSG00000167107
P33121	ENSG00000151726
Q6P461	ENSG00000173124
P62736	ENSG00000107796
P63261	ENSG00000184009
Q01718	ENSG00000185231
P63267	ENSG00000163017
P12814	ENSG00000072110
Q08043	ENSG00000248746
O43707	ENSG00000130402;ENSG00000282844
P29372	ENSG00000103152
P28222	ENSG00000135312
P46098	ENSG00000166736
O95264	ENSG00000149305
Q70Z44	ENSG00000186090
Q9BXI3	ENSG00000116981
P49902	ENSG00000076685
P21589	ENSG00000135318
P31941	ENSG00000262156;ENSG00000128383
O14678	ENSG00000119688
Q8WTS1	ENSG00000011198
Q9NUJ1	ENSG00000144827
Q9H3Z7	ENSG00000183260
Q9P2A4	ENSG00000108798
P16219	ENSG00000122971
Q8NC06	ENSG00000181513
Q5T8D3	ENSG00000107897
Q8N6N7	ENSG00000176244
Q96GR2	ENSG00000103740
Q96AP0	ENSG00000102977
Q8TDN7	ENSG00000167769
Q5QJU3	ENSG00000177076
P30926	ENSG00000117971
P07510	ENSG00000196811
Q07912	ENSG00000061938
Q9NPB9	ENSG00000129048
O96019	ENSG00000136518
O14734	ENSG00000101473
O15254	ENSG00000087008
P01892	ENSG00000227715;ENSG00000235657
P14060	ENSG00000203857
O60516	ENSG00000243056
Q8IZ83	ENSG00000161618
Q676U5	ENSG00000085978;ENSG00000281089
P02763	ENSG00000229314
P04217	ENSG00000121410
P02750	ENSG00000171236
A8K2U0	ENSG00000166535
Q9UNA3	ENSG00000118017
P05067	ENSG00000142192
Q9NRG9	ENSG00000094914
Q7RTV5	ENSG00000158122
Q6PD74	ENSG00000103591
Q9UGI9	ENSG00000115592
Q9H7C9	ENSG00000087884
Q13685	ENSG00000127837
P54646	ENSG00000162409
P86434	
Q9UDR5	ENSG00000008311
Q13085	ENSG00000278540;ENSG00000275176
Q15057	ENSG00000114331
Q96P50	ENSG00000131584
O00400	ENSG00000169359
Q709F0	ENSG00000240303
Q9NUN7	ENSG00000078124
P22303	ENSG00000087085
P12821	ENSG00000159640
P36544	ENSG00000175344
P02708	ENSG00000138435
Q05901	ENSG00000147432
P11230	ENSG00000170175;ENSG00000283946
Q16570	ENSG00000213088
P08912	ENSG00000184984
Q8TDX5	ENSG00000153086
Q9ULC5	ENSG00000197142
Q9H568	ENSG00000117148
Q8TDY3	ENSG00000169717
P61163	ENSG00000138107
Q8NER5	ENSG00000123612
P37023	ENSG00000139567
Q03154	ENSG00000243989
Q9H013	ENSG00000135074
P25100	ENSG00000171873
Q9UKJ8	ENSG00000139985
Q9UKF5	ENSG00000168594
P18089	ENSG00000274286
P18825	ENSG00000184160
Q9UKF2	ENSG00000134249
Q8NCV1	ENSG00000140955
Q99965	ENSG00000104755;ENSG00000276286
Q13443	ENSG00000168615
Q9NRN7	ENSG00000149313
P54922	ENSG00000144843
Q16186	ENSG00000130706
P05141	ENSG00000005022
Q96IZ2	ENSG00000111863
P10109	ENSG00000137714
Q6ZN18	ENSG00000139154
Q96SZ5	ENSG00000181915
Q9UPQ3	ENSG00000157985
Q96P64	ENSG00000188234
Q5VUJ5	
Q8N302	ENSG00000164252
Q9UL18	ENSG00000092847
Q8IVF2	ENSG00000185567
Q09666	ENSG00000124942
A9YTQ3	ENSG00000063438
O95433	ENSG00000100591
O95831	ENSG00000156709
Q9NVV5	ENSG00000146416
P51857	ENSG00000122787
Q5JQC9	ENSG00000147081
Q96JD6	ENSG00000165568
Q495B1	ENSG00000166839
Q9P2G1	ENSG00000001629
Q9H9L7	ENSG00000174574
P04439	ENSG00000206503
P26439	ENSG00000203859
Q7L8J4	ENSG00000175137
Q9NRA8	ENSG00000184708
P08195	ENSG00000168003
P28221	ENSG00000179546
P30939	ENSG00000179097
P28223	ENSG00000102468
P28335	ENSG00000147246
P05408	ENSG00000166922;ENSG00000281931;ENSG00000277614
Q9NQ94	ENSG00000148584
A7E2S9	ENSG00000163046
Q9Y312	ENSG00000131043
Q96AK3	ENSG00000243811
Q6NTF7	ENSG00000100298
O95477	ENSG00000165029
Q8WWZ7	ENSG00000154265
Q8IZY2	ENSG00000064687
O94911	ENSG00000141338
Q8IUA7	ENSG00000154258
Q4W5N1	
Q86UK0	ENSG00000144452
P28288	ENSG00000117528
Q8NFV4	ENSG00000106077
Q6H8Q1	ENSG00000163995
Q6UWZ7	ENSG00000163322
Q15018	ENSG00000165660
Q969K4	ENSG00000114626
Q9BYF1	ENSG00000130234
Q9BYD9	ENSG00000184378
P45381	ENSG00000108381
P08913	ENSG00000150594
A8MUL3	
Q7Z6V5	ENSG00000189007
O95622	ENSG00000173175
O60503	ENSG00000162104
Q5T7M4	ENSG00000184163
Q9Y2D8	ENSG00000117155
Q6ULP2	ENSG00000119844
Q5BKT4	ENSG00000139133
Q99490	ENSG00000135439
Q5VW22	ENSG00000204149
P52594	ENSG00000173744
O95394	ENSG00000013375
Q9UKV8	ENSG00000123908
Q9HCK5	ENSG00000134698
P50052	ENSG00000180772
O14862	ENSG00000163568
O00170	ENSG00000110711
Q9UKB5	ENSG00000196581
P00352	ENSG00000165092
Q60I27	ENSG00000178038
P30838	ENSG00000108602
P61981	ENSG00000170027
P31947	ENSG00000175793
P27348	ENSG00000134308
Q96QU6	ENSG00000110455
P18462	ENSG00000206505
P16190	ENSG00000231834
P30455	ENSG00000229215;ENSG00000224320
P30457	ENSG00000206505
P10316	ENSG00000235657
P30460	ENSG00000223532
P30462	ENSG00000223532
P30466	ENSG00000206450
P30685	ENSG00000206450
P30475	ENSG00000223532
Q04826	ENSG00000206450
P01912	ENSG00000206240;ENSG00000206306
Q30134	ENSG00000206240;ENSG00000206306
P20039	ENSG00000206240;ENSG00000206306
Q95IE3	ENSG00000206240;ENSG00000228080;ENSG00000206306
Q9GIY3	ENSG00000206240;ENSG00000228080;ENSG00000206306;ENSG00000196126
Q13639	ENSG00000164270
P50406	ENSG00000158748
P34969	ENSG00000148680
Q96P26	ENSG00000185013
Q9H0P0	ENSG00000122643
P56378	ENSG00000156411
P0DKL9	ENSG00000268714;ENSG00000268223
Q5TYW2	ENSG00000260691
P08697	ENSG00000276838;ENSG00000167711
P01023	ENSG00000175899
Q96GX2	ENSG00000253719
Q9NS82	ENSG00000130876
P22760	ENSG00000114771
Q86V21	ENSG00000081760
P01011	ENSG00000196136
P00505	ENSG00000125166
Q6PCB6	ENSG00000136379
Q9UH17	ENSG00000179750
Q8IUX4	ENSG00000128394
Q9HC16	ENSG00000239713
Q9BZC7	ENSG00000107331
Q99758	ENSG00000167972
Q8N139	ENSG00000154262
Q8WWZ4	ENSG00000154263
Q9NUT2	ENSG00000197150
Q9NP78	ENSG00000150967
O95342	ENSG00000073734
O60706	ENSG00000069431
Q9NSE7	
Q9UBJ2	ENSG00000173208
P61221	ENSG00000164163
Q9NUQ8	ENSG00000161204
Q9H221	ENSG00000143921
Q6UXT9	ENSG00000168792
P08910	ENSG00000140526
Q96I13	ENSG00000127220
Q9BUJ0	ENSG00000248487
Q96IU4	ENSG00000114779
Q04917	ENSG00000128245
Q15172	ENSG00000066027
Q16537	ENSG00000154001
Q13362	ENSG00000078304
Q30167	ENSG00000228080
P01911	ENSG00000196126
Q9H2F3	ENSG00000099377
Q9Y3L3	ENSG00000100092
P11171	ENSG00000159023
P28566	ENSG00000168830
P36639	ENSG00000106268
Q8NAA4	ENSG00000168010
P30542	ENSG00000163485
Q15758	ENSG00000105281
Q96SE0	ENSG00000143994
Q8WU67	ENSG00000158201
Q9BV23	ENSG00000163686
Q7L211	ENSG00000139826
O95870	ENSG00000231488;ENSG00000206403;ENSG00000224552;ENSG00000236063;ENSG00000235676;ENSG00000204427;ENSG00000230475
Q9NYB9	ENSG00000138443
P00519	ENSG00000097007
P11310	ENSG00000117054
P49748	ENSG00000072778
O60242	ENSG00000135298
Q7Z7M1	ENSG00000180264
Q14246	ENSG00000174837
Q9UHX3	ENSG00000127507
Q9BQI0	ENSG00000126878
Q9NP73	ENSG00000101901
Q92685	ENSG00000214160
Q96Q83	ENSG00000166199
Q3KRA9	ENSG00000239382
Q9BT30	ENSG00000125652
Q6UXT8	ENSG00000196711
P19021	ENSG00000145730
Q16671	ENSG00000135409
P15144	ENSG00000166825
Q5JPF3	ENSG00000174501
Q96K21	ENSG00000166140
P28039	ENSG00000136250
P19801	ENSG00000002726
Q9Y6Q5	ENSG00000129354
Q96CW1	ENSG00000161203
O00203	ENSG00000132842
Q9NUS5	ENSG00000125843
O95704	ENSG00000113108
P51693	ENSG00000105290
Q6Q788	ENSG00000110243
P08519	ENSG00000198670
P02654	ENSG00000130208
Q13790	ENSG00000175336
Q9BWW9	ENSG00000128313
P35626	ENSG00000100077
Q8IWT0	ENSG00000176261
O15033	ENSG00000119682
Q8N1W1	ENSG00000214944
P10323	ENSG00000100312;ENSG00000283539
Q08AH3	ENSG00000183747
O95573	ENSG00000123983
Q53FZ2	ENSG00000005187
P0C7M7	ENSG00000215009
Q6NUN0	ENSG00000183549
Q9BYX7	
P68032	ENSG00000159251
P11766	ENSG00000197894
C9JUS6	ENSG00000224420
P42568	ENSG00000171843
Q8N556	ENSG00000196526
O95994	ENSG00000106541
Q86SQ6	ENSG00000197177
O60241	ENSG00000121753
Q8IZF5	ENSG00000173567
Q8IZF4	ENSG00000159618
Q96K78	ENSG00000144820
O95490	ENSG00000117114
Q5TGY3	ENSG00000126705
Q8N157	ENSG00000135541
P35869	ENSG00000106546
P17516	ENSG00000198610
Q5T2L2	
Q9NQ31	ENSG00000166452
Q7Z591	ENSG00000106948
Q12802	ENSG00000170776
P31749	ENSG00000142208
Q96B36	ENSG00000204673
P30837	ENSG00000137124
Q3SY69	ENSG00000136010
P30038	ENSG00000159423
P20292	ENSG00000132965
Q9H2A2	ENSG00000118514
P49189	ENSG00000143149
P24298	ENSG00000167701
Q8TD30	ENSG00000166123
P84996	ENSG00000087460
Q9H6U8	ENSG00000086848
Q13686	ENSG00000100601
Q6NS38	ENSG00000189046
Q6P6C2	ENSG00000091542
Q96QP1	ENSG00000073331
Q96L96	ENSG00000136383
Q9H161	ENSG00000052850
Q07075	ENSG00000138792
P28838	ENSG00000002549
O14561	ENSG00000004779
O14672	ENSG00000137845
O00116	ENSG00000018510
Q9BUB4	ENSG00000065457
P00813	ENSG00000196839
Q6P093	ENSG00000197953;ENSG00000261846
Q08828	ENSG00000164742
O60266	ENSG00000138031
Q8NFM4	ENSG00000129467
O43306	ENSG00000174233
P51828	ENSG00000121281
Q15847	ENSG00000148671
Q9BRR6	ENSG00000159322
P13945	ENSG00000188778
P22570	ENSG00000161513
P55196	ENSG00000130396
Q9H0P7	
Q53H12	ENSG00000006530;ENSG00000262327
Q8TD06	ENSG00000173467
O14514	ENSG00000181790
Q6QNK2	ENSG00000111452
Q9BY15	ENSG00000131355
Q8IZF7	ENSG00000164393
Q8IZF3	ENSG00000153294
Q8IZF2	ENSG00000069122
Q8IZP9	ENSG00000173698
O00468	ENSG00000188157
O94910	ENSG00000072071
Q9HBW9	ENSG00000162618
O00253	ENSG00000159723
P02768	ENSG00000163631
Q9BV10	ENSG00000182858
Q9BT22	ENSG00000033011
Q9H553	ENSG00000119523
Q6UX46	ENSG00000189292
Q8N6M5	
Q96Q42	ENSG00000003393
P35858	ENSG00000099769
Q9UHK6	ENSG00000242110
Q99218	ENSG00000099721
Q9NUB1	ENSG00000154930
P36896	ENSG00000135503
Q04771	ENSG00000115170
Q96HD9	ENSG00000132744
P14621	ENSG00000170634
Q9Y3Q7	ENSG00000168619;ENSG00000278548
Q9NZK5	ENSG00000093072
Q9BZ11	ENSG00000149451
Q6DHV7	ENSG00000168803
Q6NVV9	
Q9H2U9	ENSG00000069206
P78325	ENSG00000151651
O75689	ENSG00000105963
Q86TW2	ENSG00000063761
Q3MIX3	ENSG00000173137
Q5VUY2	ENSG00000204518
Q08462	ENSG00000078295
P40145	ENSG00000155897
Q8N7X0	ENSG00000118492
P07327	ENSG00000187758
P00325	ENSG00000196616
P00326	ENSG00000248144
P28332	ENSG00000172955
P40394	ENSG00000196344
Q0VDE8	ENSG00000182035
P08588	ENSG00000043591
P55197	ENSG00000078403
Q8TED9	ENSG00000157510
Q13015	ENSG00000213190
P51826	ENSG00000144218
Q9Y4W6	ENSG00000141385
Q8TCU4	ENSG00000116127
P55789	ENSG00000127554
Q15699	ENSG00000180318
Q8N7J2	ENSG00000165566
Q86SJ2	ENSG00000139211
Q9Y2J4	ENSG00000114019
Q8N2N9	ENSG00000196912
Q13155	ENSG00000106305
Q9NZN9	ENSG00000129221
Q96IF1	ENSG00000129474
P52895	ENSG00000151632
Q92667	ENSG00000121057
Q13023	ENSG00000151320
Q9ULX6	ENSG00000011243
Q9H8T0	ENSG00000166971
P47895	ENSG00000184254
P05062	ENSG00000136872
P15121	ENSG00000085662
Q9Y672	ENSG00000088035
Q5JTC6	ENSG00000184675
Q6DCA0	ENSG00000144233
P23109	ENSG00000116748
Q01433	ENSG00000116337
Q9P2R3	ENSG00000185722
Q86XS5	ENSG00000187151
Q6UXH0	ENSG00000130173
Q15389	ENSG00000154188
P01019	ENSG00000135744
P16157	ENSG00000029534
Q8N957	ENSG00000153930
Q9HCJ1	ENSG00000154122
Q8NAG6	ENSG00000160117
Q9GZV1	ENSG00000165887
Q9NQ90	ENSG00000047617
P17342	ENSG00000113389
Q9NXR5	ENSG00000088448
Q6UB99	ENSG00000167522
Q9H560	
Q8N7Z5	ENSG00000145700
Q7Z713	ENSG00000186352
Q86W74	ENSG00000186106
Q8WVL7	ENSG00000168876
Q8N9V6	ENSG00000144031
Q9BZ19	ENSG00000124227
Q92625	ENSG00000064999
P12429	ENSG00000138772
P20073	ENSG00000138279
O76027	ENSG00000143412
Q16853	ENSG00000131471
P63010	ENSG00000006125
Q13367	ENSG00000103723
Q92572	ENSG00000177879
P50583	ENSG00000164978
Q9UPM8	ENSG00000081014
O00189	ENSG00000221838
Q2VPB7	ENSG00000254470
C9J069	ENSG00000232434
Q02040	ENSG00000197976
P14550	ENSG00000117448
Q86UN6	ENSG00000186471
Q9P0M2	ENSG00000118507
O75969	ENSG00000111254
Q5T1N1	ENSG00000162641
Q9Y243	ENSG00000117020;ENSG00000275199
Q8N8R7	ENSG00000152219
O94788	ENSG00000128918
O75891	ENSG00000144908
P51648	ENSG00000072210
P05091	ENSG00000111275
Q9NXW9	ENSG00000160993
Q96BT7	ENSG00000137760
Q86TB3	ENSG00000198796
Q9NP70	ENSG00000178522
P02760	ENSG00000106927
Q86WK6	ENSG00000181754
Q9Y4X0	ENSG00000101935
Q9BXJ7	ENSG00000166126
Q01432	ENSG00000133805
Q6ZTN6	ENSG00000172932
Q9BXX3	ENSG00000148513
P10275	ENSG00000169083
P05549	ENSG00000137203
Q7Z6R9	ENSG00000008197
P53680	ENSG00000042753
Q02410	ENSG00000107282
Q92870	ENSG00000163697
Q92624	ENSG00000062725
Q9UJX5	ENSG00000053900
O95996	ENSG00000115266
Q8WW43	ENSG00000138613
Q8IW19	ENSG00000169621
P02652	ENSG00000158874
Q0VD83	ENSG00000184730
P04114	ENSG00000084674
P02655	ENSG00000234906
P55056	ENSG00000267467
Q9BQE5	ENSG00000128335
F7VJQ1	
Q9NZD4	ENSG00000169877
Q9GZX7	ENSG00000111732
Q9BRQ8	ENSG00000042286
Q12904	ENSG00000164022
O60218	ENSG00000198074
Q04828	ENSG00000187134
P42330	ENSG00000196139
O43572	ENSG00000108599
Q9UKA4	ENSG00000023516
Q02952	ENSG00000131016
Q99996	ENSG00000127914
Q9UM73	ENSG00000171094
Q99217	ENSG00000125363
Q9H4A4	ENSG00000176393
Q8IZ07	ENSG00000076513
Q5CZ79	ENSG00000229089
O95626	ENSG00000139223
E9PGG2	ENSG00000227059
Q01484	ENSG00000145362
Q7Z5J8	ENSG00000151687
Q68DC2	ENSG00000165138
Q9NVM4	ENSG00000132600
Q6P6B7	ENSG00000134461
Q6AI12	ENSG00000154945
Q5TZF3	ENSG00000183831
Q9ULJ7	ENSG00000151458
Q6NXT1	ENSG00000100124
P50995	ENSG00000122359
P09525	ENSG00000196975
P08758	ENSG00000164111
P08133	ENSG00000197043
P13928	ENSG00000265190
Q63HQ0	ENSG00000138660
Q92481	ENSG00000008196
O43299	ENSG00000242802
O14727	ENSG00000120868
O43918	ENSG00000160224
C9JRZ8	ENSG00000227471
O43687	ENSG00000118507
P0CW23	ENSG00000231824
Q9Y2D5	ENSG00000241978
P24588	ENSG00000179841
O43823	ENSG00000105127
A6NHY2	ENSG00000189045
Q9NWT8	ENSG00000175756
Q53H80	ENSG00000135334
P31751	ENSG00000105221
P43353	ENSG00000006534
P04075	ENSG00000149925
Q2TAA5	ENSG00000253710
Q96F25	ENSG00000172339
Q6GMV1	ENSG00000189366
Q9Y673	ENSG00000120697
Q9BVK2	ENSG00000159063
Q6ZNB7	ENSG00000187546
O95076	ENSG00000156150
Q9UKV5	ENSG00000159461
Q86WK7	ENSG00000176020
Q8IY63	ENSG00000166025
Q4VCS5	ENSG00000126016
P04745	ENSG00000237763;ENSG00000187733;ENSG00000174876
Q400G9	ENSG00000174945
Q86YJ7	ENSG00000198720
A2A2Z9	ENSG00000230453
Q92688	ENSG00000136938
Q9BTT0	ENSG00000143401
Q69YU3	ENSG00000272031
P0C6C1	ENSG00000235711
A6QL64	ENSG00000135976
P54802	ENSG00000108784
Q9UJX6	ENSG00000176248
Q9UNK9	ENSG00000013523
O43827	ENSG00000171819
Q12955	ENSG00000151150
Q9NU02	ENSG00000132623
Q8NFD2	ENSG00000170209
Q86XL3	ENSG00000176915
O60678	ENSG00000185238
O14744	ENSG00000100462
Q96LA8	ENSG00000198890
Q5XXA6	ENSG00000131620
P16066	ENSG00000169418
Q6UB98	ENSG00000101745
O43423	
P16860	ENSG00000120937
O95841	ENSG00000116194
Q8NI99	ENSG00000130812
O15123	ENSG00000091879
Q9Y264	ENSG00000101280
A1A5B4	ENSG00000185101
P20594	ENSG00000159899
O75179	ENSG00000132466
Q8TF21	ENSG00000089847
Q96NW4	ENSG00000105186
Q8N6D5	ENSG00000154065
Q8N283	ENSG00000198483
Q53RE8	ENSG00000213337
Q8N9B4	ENSG00000137494
Q8NB46	ENSG00000139645
Q3KP44	ENSG00000164512
B4E2M5	ENSG00000230062
Q8N8V4	ENSG00000284290;ENSG00000175311
A6NF34	ENSG00000274209
P04083	ENSG00000135046
O75106	ENSG00000131480
P21397	ENSG00000189221
P27338	ENSG00000069535
O60641	ENSG00000065609
Q10567	ENSG00000100280
Q99767	ENSG00000276495;ENSG00000034053
O96018	ENSG00000011132
O00213	ENSG00000166313
P60006	ENSG00000110200
Q96DE5	ENSG00000166295
Q9H1A4	ENSG00000153107
P07741	ENSG00000198931
Q8NBQ7	ENSG00000178301
P84077	ENSG00000143761
A5YM69	ENSG00000213214
A6NJG6	ENSG00000186103
P35612	ENSG00000075340
O15204	ENSG00000134028
Q7Z4H4	ENSG00000128165
Q9H0C2	ENSG00000151475
Q6UXC1	ENSG00000177943
P51816	ENSG00000155966
Q8WV93	ENSG00000135537
C9J202	ENSG00000251287
Q8TF27	
P06280	ENSG00000102393
A6NIR3	ENSG00000172650
Q5VTM2	ENSG00000204172
Q9H9G7	ENSG00000126070
A8MT82	
Q86SQ3	
Q86Y34	ENSG00000182885
Q8IZF6	ENSG00000156920
Q9BYV1	ENSG00000113492
P30556	ENSG00000144891
Q719I0	ENSG00000173209
Q16352	ENSG00000148798
Q96Q35	ENSG00000155749
P48448	ENSG00000132746
P49419	ENSG00000164904
P09972	ENSG00000109107
Q8N944	ENSG00000178171
Q8IY45	ENSG00000151743
Q8IWZ3	ENSG00000131503
Q15327	ENSG00000148677
Q9Y2G4	ENSG00000135299
Q6ZW76	ENSG00000168096
A6NFN9	ENSG00000206199
Q9ULZ1	ENSG00000171388
O15075	ENSG00000133083
Q96GG9	ENSG00000043093
Q8IU60	ENSG00000172795
O43602	ENSG00000077279
Q5TDH0	ENSG00000197312
Q16832	ENSG00000162733
Q96HY6	ENSG00000198171
Q92499	ENSG00000079785
Q9UHL0	ENSG00000109832
Q96GQ7	ENSG00000124228
Q86XP3	ENSG00000198231
Q9NY93	ENSG00000136271
O95786	ENSG00000107201
Q9ULE3	ENSG00000146966
Q9H6A0	ENSG00000162777
Q6IQ26	ENSG00000184014
Q9GZP9	ENSG00000072849
Q07507	ENSG00000143196
O76075	ENSG00000169598
P28845	ENSG00000117594
A7MBM2	ENSG00000140323
Q9P2K9	ENSG00000204624
Q8TBM8	ENSG00000164031
Q15700	ENSG00000150672
Q92796	ENSG00000082458
P78352	ENSG00000132535
Q86YH6	ENSG00000164494
Q8TF09	ENSG00000168589
Q9NPF5	ENSG00000178028
Q9NQX3	ENSG00000171723
Q3B7J2	ENSG00000141098
Q06210	ENSG00000198380
O00451	ENSG00000168546
O60609	ENSG00000146013
I3L273	ENSG00000261949
P0CL80	ENSG00000236362
A6NEY3	
Q9H3K2	ENSG00000165678
Q96F15	ENSG00000196329
Q14161	ENSG00000139436
Q5VSY0	ENSG00000165113
Q96MS3	ENSG00000151948
Q6PIY7	ENSG00000164329
Q6ZMI3	ENSG00000186417
P35754	ENSG00000173221
P01275	ENSG00000115263
Q5SZD4	ENSG00000203972
Q96IK5	ENSG00000087338
Q8NEA9	
Q9Y692	ENSG00000162419
O60234	ENSG00000130755
Q9P107	ENSG00000089639
Q99445	ENSG00000104499
P29992	ENSG00000088256
P09471	ENSG00000087258
Q9BXV9	ENSG00000275619;ENSG00000170270
Q9HD26	ENSG00000047932
Q8TDV2	ENSG00000173302
Q5UAW9	ENSG00000180758
Q9NZD1	ENSG00000111291
P78333	ENSG00000179399
Q9Y625	ENSG00000183098
P43304	ENSG00000115159
Q92643	ENSG00000142892
P14770	ENSG00000169704
P47775	ENSG00000132975
Q13588	ENSG00000154016
A6NFK2	ENSG00000204928
O60565	ENSG00000282046;ENSG00000166923;ENSG00000276886
Q9UQ84	ENSG00000174371
Q9H790	ENSG00000164002
Q9NPD3	ENSG00000178896
Q93063	ENSG00000151348
Q99504	ENSG00000158161
Q92800	ENSG00000108799
P0C2L3	ENSG00000196990
P00742	ENSG00000126218
P03951	ENSG00000088926
O94988	ENSG00000138640
Q8NDB6	ENSG00000179304;ENSG00000268350
A6NFZ4	ENSG00000203795
Q9Y421	ENSG00000105058
Q9H0Q0	ENSG00000197872
Q14320	ENSG00000071859
Q71RH2	ENSG00000149926
Q5T7M9	ENSG00000154511
Q8IYT1	ENSG00000162771
Q8N9W8	ENSG00000172717
Q5JUQ0	ENSG00000126882
Q96KN1	ENSG00000168672
Q96GI7	ENSG00000182118
P00451	ENSG00000185010
Q7L8L6	ENSG00000215251
Q8IZT9	ENSG00000187268
Q00597	ENSG00000158169
O15287	ENSG00000221829
Q9NW38	ENSG00000115392
Q8TC84	ENSG00000203780
Q92636	ENSG00000035681
Q14296	ENSG00000164896
A8MUU1	
Q9HAH7	ENSG00000156860
Q9UK96	ENSG00000147912
Q969P5	ENSG00000156804
Q8NEA4	ENSG00000153832
Q4G163	ENSG00000156509
Q9H4M3	ENSG00000132879
Q9UKT5	ENSG00000151876
Q9Y3I1	ENSG00000100225
Q8N531	ENSG00000182325
Q9UJT9	ENSG00000183580
Q9BRP7	ENSG00000255561
Q8NA97	
O43320	ENSG00000196468
Q9BYJ0	ENSG00000137441
P22607	ENSG00000068078
Q8N441	ENSG00000127418
Q9BXU8	ENSG00000132446
Q9Y613	ENSG00000135723
Q03591	ENSG00000244414
Q92496	ENSG00000134365
Q9NYL4	ENSG00000134285
Q96HJ9	ENSG00000164898
Q9NZ56	ENSG00000155816
Q99518	ENSG00000094963
P49326	ENSG00000131781
Q06828	ENSG00000122176
Q8N3X1	ENSG00000109920
O76003	ENSG00000108010
P47871	ENSG00000215644
Q7Z3D6	ENSG00000133943
Q9Y5P6	ENSG00000173540
Q96P88	
Q9H2G9	ENSG00000117475
Q9NYA3	ENSG00000159289
Q0D2H9	
A6NC78	
